entry_time,exit_time,module,symbol,dir,entry,sl,tp,exit,bars_held,status,r,weight,weighted_r,backfill
2026-08-20 15:00:00,2026-08-21 02:15:00,CAND_SWEEP_JAP225,JAP225,-1,65781.0,65991.40080097957,64840.0,65991.40080097957,41,sl,-1.0687821525993408,0.0,-0.0,0
2026-08-21 08:40:00,2026-08-21 12:35:00,EUR_LONDON_FADE_EMA,EURUSD,1,1.17037,1.16877,1.1727699999999996,1.16877,47,sl,-1.1024073750000112,1.0,-1.1024073750000112,0
2026-08-21 08:40:00,2026-08-21 12:35:00,GBP_LONDON_STRONG_TREND,GBPUSD,1,1.36568,1.36365,1.368725,1.36365,47,sl,-1.1210947783251246,0.25,-0.28027369458128115,0
2026-08-21 13:30:00,2026-08-21 13:45:00,CAND_SWEEP_SP500,SP500,1,7665.9,7659.325429652376,7683.9,7659.325429652376,1,sl,-1.2098786577740157,0.0,-0.0,0
2026-08-21 14:45:00,2026-08-21 15:30:00,NQ_ORB_STRONG_TREND,NASDAQ100,1,29230.85,29179.04,29308.564999999995,29308.564999999995,9,tp,1.3984452229299318,1.0,1.3984452229299318,0
2026-08-23 22:15:00,2026-08-23 23:45:00,CAND_SWEEP_UK100,UK100,1,10798.4,10793.826255274229,10816.694978903082,10816.694978903082,6,tp,3.7190464975538227,0.0,0.0,0
2026-08-24 07:10:00,2026-08-24 11:10:00,EUR_LONDON_FADE_EMA,EURUSD,-1,1.16731,1.16846,1.165585,1.16639,48,timeout,0.6578926956522105,1.0,0.6578926956522105,0
2026-08-24 07:40:00,2026-08-24 11:40:00,GBP_LONDON_STRONG_TREND,GBPUSD,-1,1.36333,1.36559,1.3599399999999997,1.36344,48,timeout,-0.15725637168142956,0.25,-0.03931409292035739,0
2026-08-24 14:45:00,2026-08-24 18:45:00,CAND_NQ_DUAL_THRUST,NASDAQ100,1,29029.06,28860.897999999997,29281.303000000007,29099.54,48,timeout,0.3880470570045435,0.0,0.0,0
2026-08-25 07:15:00,2026-08-25 11:15:00,GBP_LONDON_STRONG_TREND,GBPUSD,1,1.36438,1.36216,1.3677099999999998,1.36294,48,timeout,-0.7592740540540407,0.25,-0.18981851351351017,0
2026-08-25 15:25:00,2026-08-25 19:25:00,CAND_SP500_ORB,SP500,1,7669.3,7646.8,7703.05,7667.7,48,timeout,-0.13246551111112728,0.0,-0.0,0
2026-08-25 21:00:00,2026-08-28 01:00:00,CAND_BTC_ABSORPTION,BTCUSDT,1,78570.0,77181.59900309764,81346.80199380472,81346.80199380472,52,tp,1.9320916650086282,0.0,0.0,0
2026-08-25 23:45:00,2026-08-26 01:00:00,CAND_SWEEP_UK100,UK100,1,10890.1,10882.743078442867,10907.0,10907.0,5,tp,2.12100645342206,0.0,0.0,0
2026-08-27 08:20:00,2026-08-27 10:00:00,EUR_LONDON_FADE_EMA,EURUSD,-1,1.16514,1.16593,1.1639550000000003,1.1639550000000003,20,tp,1.2935194936708458,1.0,1.2935194936708458,0
2026-08-27 18:45:00,2026-08-27 19:45:00,CAND_SWEEP_FRA40,FRA40,-1,8332.1,8334.950015815004,8320.699936739986,8334.950015815004,4,sl,-1.5466996680500904,0.0,-0.0,0
2026-08-27 19:45:00,2026-08-28 06:00:00,CAND_SWEEP_FRA40,FRA40,-1,8334.4,8337.364691188368,8322.541235246526,8337.364691188368,1,sl,-1.5256981928218225,0.0,-0.0,0
2026-08-28 05:00:00,2026-08-28 10:00:00,CAND_BTC_ABSORPTION,BTCUSDT,1,79686.0,79060.48134779291,80937.03730441417,79060.48134779291,5,sl,-1.1528702616022752,0.0,-0.0,0
2026-08-28 10:00:00,2026-08-28 14:00:00,CAND_BTC_ABSORPTION,BTCUSDT,1,79565.89,78541.89736286605,81613.8752742679,78541.89736286605,4,sl,-1.093241947781222,0.0,-0.0,0
2026-08-28 14:00:00,2026-08-28 16:00:00,CAND_BTC_ABSORPTION,BTCUSDT,1,79542.44,77911.93892442777,82803.44215114447,77911.93892442777,2,sl,-1.058540855587293,0.0,-0.0,0
